Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GCT Balance,Avg Run Cadence,Max Run Cadence,Normalized Power® (NP®),L/R Balance,Training Stress Score®,Max Avg Power (20 min),Power,Max Power,Total Strokes,Avg. Swolf,Avg Stroke Rate,Max Depth,Bottom Time,Min Water Temp,Gas Type,Surface Interval,Decompression,Weight,Current,Surface Conditions,Water Type
running,2017-02-23 17:37:38,false,"Washington Running","4.01","448","37:56","159","187","3.4","161","184","9:27","8:33","106","136","1.06","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-02-21 17:41:39,false,"Washington Running","5.01","522","44:29","157","180","3.5","162","238","8:53","6:45","131","137","1.12","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
cycling,2017-02-20 11:58:45,false,"Washington Cycling","11.99","696","2:24:41","105","158","1.6","--","--","5.0","17.2","408","410","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-02-18 11:04:53,false,"Washington Running","11.11","1,123","1:41:23","155","183","4.0","164","184","9:08","7:36","357","365","1.07","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-02-16 17:19:58,false,"Washington Running","3.10","383","35:41","153","185","3.0","149","181","11:31","5:34","158","160","0.94","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-02-14 17:18:55,false,"Washington Running","5.31","598","48:21","163","179","4.2","162","172","9:06","7:33","139","146","1.09","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-02-12 14:03:18,false,"Washington Running","6.31","687","58:24","159","178","4.0","162","235","9:16","7:10","147","160","1.07","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-02-11 11:18:58,false,"Washington Running","4.37","508","39:55","167","186","4.3","162","245","9:09","7:35","268","142","1.09","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-02-07 17:04:25,false,"Washington Running","4.51","565","43:36","166","181","4.2","161","241","9:40","8:02","120","129","1.04","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-02-04 12:14:46,false,"Washington Running","10.02","1,178","1:38:39","158","193","4.1","164","191","9:51","6:11","303","336","0.99","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-02-01 18:25:04,false,"Washington Running","3.12","366","28:50","159","184","3.5","162","245","9:14","7:06","52","61","1.08","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-01-28 16:18:11,false,"Washington Running","4.70","544","42:24","159","181","3.9","163","180","9:01","7:33","142","150","1.10","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-01-24 18:19:29,false,"Washington Running","4.03","463","34:47","164","187","3.9","163","177","8:37","6:56","60","68","1.15","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-01-22 11:29:35,false,"Washington Running","5.02","569","42:22","165","186","4.1","164","174","8:26","7:27","68","86","1.16","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-01-18 17:55:17,false,"Washington Running","4.01","450","36:17","155","180","3.5","162","176","9:03","6:12","62","79","1.10","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-01-15 10:47:11,false,"Washington Running","10.44","1,220","1:43:48","154","179","3.3","164","174","9:56","7:29","455","467","0.99","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-01-10 18:41:25,false,"Washington Running","2.49","279","22:08","149","174","2.8","163","170","8:54","8:10","23","66","1.11","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-01-08 09:05:51,false,"Washington Running","7.08","750","1:01:24","151","173","3.6","166","172","8:41","7:16","106","121","1.12","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-01-05 18:24:31,false,"Washington Running","4.02","429","35:02","151","178","3.2","163","245","8:43","7:40","79","69","1.13","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-01-04 18:31:41,false,"Washington Running","3.50","400","30:14","160","185","3.5","163","187","8:39","4:53","52","62","1.14","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-01-02 10:49:30,false,"Washington Running","3.12","321","25:33","155","186","3.3","165","183","8:11","5:40","48","57","1.19","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-12-30 10:32:47,false,"Hyde Park Running","3.51","392","29:21","164","184","3.7","167","176","8:22","7:41","107","106","1.15","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-12-28 12:46:02,false,"Southwick Running","2.25","233","18:28","159","177","3.0","167","249","8:13","6:14","40","42","1.17","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-12-27 14:37:06,false,"Southwick Running","3.11","346","26:27","162","184","3.5","164","174","8:30","8:11","124","119","1.15","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-12-25 13:39:25,false,"Sandwich Running","6.02","689","51:51","165","186","4.4","167","187","8:37","4:55","20","20","1.12","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-12-24 09:07:43,false,"East Sandwich Running","3.71","392","32:52","151","182","3.3","165","173","8:52","8:21","226","229","1.10","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-12-20 17:41:32,false,"Washington Running","3.11","330","27:14","154","185","3.3","162","172","8:45","7:10","49","60","1.13","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-12-18 16:53:29,false,"Washington Running","4.25","464","39:10","153","194","3.7","163","176","9:12","7:56","78","101","1.07","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-12-13 17:39:02,false,"Washington Running","3.11","378","29:32","160","178","3.4","162","241","9:30","7:10","61","57","1.05","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-12-11 12:30:12,false,"Washington Running","4.01","421","36:20","151","175","3.3","163","179","9:04","6:54","57","60","1.09","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-12-10 12:42:58,false,"Washington Running","3.11","340","27:14","161","185","3.6","164","173","8:45","8:00","45","57","1.12","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-12-07 18:16:29,false,"Washington Running","3.11","376","30:47","157","184","3.5","161","181","9:54","7:55","49","57","1.01","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-11-30 11:48:40,false,"Washington Running","3.13","359","27:12","166","193","3.7","163","170","8:42","8:07","50","66","1.14","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-11-28 18:07:22,false,"Hyde Park Running","3.11","354","27:33","163","188","3.7","164","170","8:51","7:55","90","103","1.11","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-11-27 16:28:28,false,"Hyde Park Running","3.01","352","26:40","167","190","3.7","165","174","8:52","7:56","95","94","1.10","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-11-24 08:01:56,false,"Turkey Trot","3.12","265","23:37","150","195","3.1","169","183","7:35","6:00","140","141","1.26","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-11-22 07:22:34,false,"Washington Running","3.11","305","28:13","149","185","3.3","164","174","9:05","7:41","58","65","1.08","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-11-19 10:47:25,false,"Philadelphia Marathon - Rothman 8k","5.05","589","42:23","179","198","5.0","165","191","8:23","4:32","126","113","1.16","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-11-15 07:16:39,false,"Washington Running","3.13","346","27:16","166","185","3.9","164","172","8:42","7:12","42","52","1.13","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-11-08 17:47:00,false,"Washington Running","3.13","351","27:26","168","189","4.1","163","179","8:45","7:05","45","55","1.13","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-11-05 15:48:43,false,"Washington Running","3.11","334","28:02","160","187","3.8","162","170","9:01","7:44","52","55","1.10","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-11-01 17:55:31,false,"Washington Running","3.11","316","27:02","155","193","3.6","162","245","8:41","7:41","42","52","1.14","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
cycling,2016-10-29 12:37:33,false,"Washington Cycling","2.05","155","29:05","106","150","1.9","--","--","4.2","13.2","23","23","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-10-28 18:03:36,false,"Washington Running","2.34","239","20:12","157","185","3.2","163","175","8:37","6:18","39","47","1.15","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-10-22 13:14:32,false,"Washington Running","2.03","241","21:22","151","175","3.0","163","172","10:32","8:19","36","46","0.94","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-10-18 08:10:27,false,"Washington Running","2.01","230","18:27","163","184","3.3","161","176","9:12","7:44","35","47","1.08","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-10-16 19:17:18,false,"Washington Running","2.39","276","22:27","160","178","3.6","161","168","9:24","7:05","39","51","1.06","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-10-14 12:40:57,false,"Washington Running","2.30","241","21:43","147","188","3.1","162","172","9:27","7:18","62","56","1.05","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-10-10 17:48:25,false,"Washington Running","3.17","365","30:03","159","182","4.1","162","243","9:29","7:50","45","55","1.05","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-10-09 19:19:49,false,"Washington Running","2.35","265","22:46","154","183","3.5","161","235","9:40","8:23","47","48","1.03","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-10-08 09:01:10,false,"Southwick Running","2.22","270","21:02","166","190","3.8","163","168","9:28","9:04","120","111","1.04","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-10-04 12:10:29,false,"Washington Running","2.01","246","18:51","164","196","3.8","162","168","9:24","6:18","36","42","1.06","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-09-25 12:53:04,false,"Washington Running","4.09","398","1:49:35","92","149","1.3","115","157","26:48","9:01","93","90","0.52","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-09-23 18:11:34,false,"Washington Running","2.00","236","19:01","159","187","3.5","161","168","9:29","7:49","30","40","1.05","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-09-21 17:15:02,false,"Washington Running","2.01","264","19:40","159","185","3.3","162","178","9:48","6:11","33","43","1.01","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-06-15 06:41:09,false,"Washington Running","2.31","291","21:24","--","--","0.0","160","170","9:17","1:35","25","41","1.08","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-06-02 06:55:54,false,"Washington Running","2.00","258","18:43","--","--","0.0","161","169","9:22","4:28","33","34","1.07","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-05-31 18:39:00,false,"Running","2.02","254","19:00","--","--","0.0","160","169","9:23","8:00","--","--","1.07","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-05-30 15:02:48,false,"Running","1.08","136","10:28","--","--","0.0","161","168","9:41","8:00","--","--","1.03","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-05-30 14:23:08,false,"Running","0.31","22","33:47","--","--","0.0","19","138","--","14:06","--","--","0.76","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-05-30 14:12:12,false,"Running","1.12","139","10:28","--","--","0.0","155","164","9:23","7:04","--","--","1.11","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-05-21 08:30:00,false,"Washington Running","3.19","403","29:38","--","--","0.0","165","172","9:18","1:53","--","--","1.05","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-03-28 17:41:14,false,"Washington Running","3.50","440","31:52","--","--","0.0","161","174","9:07","3:41","39","55","1.10","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-03-27 16:17:57,false,"Washington Running","5.01","627","46:51","--","--","0.0","162","179","9:21","7:25","63","68","1.06","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-03-24 18:06:24,false,"Washington Running","3.50","444","34:03","--","--","0.0","157","170","9:44","4:36","35","56","1.05","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-03-23 12:47:11,false,"Washington Running","3.50","444","35:12","--","--","0.0","156","168","10:04","7:27","42","64","1.02","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-03-21 19:11:42,false,"Washington Running","0.55","77","6:13.7","--","--","0.0","141","170","11:18","5:15","21","--","1.01","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-03-21 18:50:12,false,"Washington Running","2.22","279","21:19","--","--","0.0","156","170","9:36","6:40","12","15","1.07","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-03-21 18:36:18,false,"Washington Running","0.93","122","8:59.4","--","--","0.0","152","167","9:40","1:41","--","26","1.10","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-03-19 10:01:52,false,"Washington Running","3.01","380","29:43","--","--","0.0","163","172","9:52","4:28","17","64","1.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-03-12 07:40:05,false,"Washington Running","13.31","1,666","1:57:26","--","--","0.0","165","174","8:49","5:05","527","498","1.11","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-03-09 12:26:36,false,"Washington Running","3.01","386","28:12","--","--","0.0","160","170","9:23","3:21","45","48","1.08","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-03-05 14:28:44,false,"Washington Running","10.00","1,259","1:31:22","--","--","0.0","162","172","9:08","4:59","148","156","1.08","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-03-03 12:42:00,false,"Washington Running","5.00","632","44:11","--","--","0.0","163","174","8:50","3:14","46","37","1.12","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-02-25 18:50:10,false,"Running","3.33","416","29:57","--","--","0.0","159","163","9:00","8:03","--","--","1.13","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-02-24 12:52:45,false,"Untitled","4.43","553","40:29","--","--","0.0","157","164","9:08","8:24","--","--","1.12","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-02-19 17:43:47,false,"Washington Running","4.01","500","36:30","--","--","0.0","162","172","9:06","6:22","79","15","1.09","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-02-17 17:38:14,false,"Untitled","2.02","252","17:46","--","--","0.0","160","166","8:47","7:10","--","--","1.14","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-02-15 13:54:08,false,"Untitled","8.77","1,094","1:20:18","--","--","0.0","159","167","9:09","7:59","--","--","1.10","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-02-11 19:15:21,false,"Washington Running","4.00","503","36:36","--","--","0.0","157","188","9:09","3:01","33","39","1.12","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-02-05 18:30:54,false,"Untitled","2.13","257","20:20","--","--","0.0","152","170","9:32","7:18","--","--","1.11","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-02-04 19:06:46,false,"Washington Running","3.77","463","36:14","--","--","0.0","153","214","9:37","4:10","55","49","1.09","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-01-31 14:25:04,false,"Washington Running","3.01","389","27:49","--","--","0.0","157","174","9:14","2:36","50","33","1.11","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-01-30 14:49:56,false,"Washington Running","6.01","760","58:36","--","--","0.0","160","175","9:45","8:04","117","88","1.03","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-01-28 19:55:12,false,"Washington Running","1.19","140","14:36","--","--","0.0","123","174","12:18","5:40","52","--","1.07","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-01-28 19:35:15,false,"Washington Running","1.05","128","7:23.2","--","--","0.0","168","181","7:04","5:36","1","--","1.36","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-01-27 12:28:28,false,"Untitled","3.29","411","29:41","--","--","0.0","155","165","9:02","8:13","--","--","1.15","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-01-24 16:55:35,false,"Untitled","6.82","852","1:00:03","--","--","0.0","159","168","8:48","7:16","--","--","1.15","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-01-23 18:54:31,false,"Untitled","3.20","400","27:03","--","--","0.0","161","164","8:27","7:46","--","--","1.19","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-01-21 18:34:30,false,"Untitled","3.42","427","29:28","--","--","0.0","160","165","8:37","7:58","--","--","1.17","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-01-18 18:53:02,false,"Untitled","3.41","425","30:01","--","--","0.0","160","163","8:48","8:23","--","--","1.14","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-01-17 12:58:30,false,"Untitled","5.70","712","50:19","--","--","0.0","160","165","8:50","8:03","--","--","1.14","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-01-14 18:30:59,false,"Untitled","3.49","436","30:06","--","--","0.0","159","163","8:37","8:00","--","--","1.17","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-01-09 13:14:23,false,"Untitled","4.81","601","42:00","--","--","0.0","159","165","8:44","7:55","--","--","1.16","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-01-07 17:42:11,false,"Untitled","3.48","435","30:08","--","--","0.0","159","165","8:39","7:56","--","--","1.17","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-01-04 18:57:41,false,"Untitled","3.60","435","34:24","--","--","0.0","152","166","9:33","7:54","--","--","1.11","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2016-01-02 17:09:04,false,"Untitled","3.54","442","30:58","--","--","0.0","160","170","8:45","7:56","--","--","1.15","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2015-12-25 12:50:04,false,"East Sandwich Running","2.08","257","18:13","--","--","0.0","161","170","8:46","7:45","55","57","1.14","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2015-11-26 08:03:58,false,"Sandwich Running","3.10","388","25:33","--","--","0.0","164","172","8:14","7:03","88","91","1.19","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2015-10-31 14:24:20,false,"Washington Running","6.00","759","52:21","--","--","0.0","163","169","8:43","5:51","72","89","1.13","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2015-10-29 17:30:56,false,"Washington Running","3.72","472","33:01","--","--","0.0","163","170","8:53","7:22","35","37","1.12","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2015-10-27 08:10:27,false,"Untitled","3.13","389","26:58","--","--","0.0","161","168","8:37","7:40","--","--","1.16","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2015-10-25 12:29:04,false,"Washington Running","4.01","506","36:28","--","--","0.0","161","168","9:06","6:50","666","581","1.10","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2015-10-17 12:05:32,false,"Washington Running","4.15","536","36:54","--","--","0.0","159","170","8:53","3:04","55","59","1.14","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2015-10-15 18:06:43,false,"Washington Running","4.09","529","36:47","--","--","0.0","160","169","9:00","4:31","56","66","1.12","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2015-10-11 08:33:52,false,"Arlington Running","10.16","1,273","1:29:32","--","--","0.0","164","184","8:49","6:24","146","144","1.12","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2015-10-06 18:15:47,false,"Untitled","5.92","741","50:28","--","--","0.0","160","165","8:31","7:56","--","--","1.18","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2015-10-01 17:39:02,false,"Untitled","5.88","736","50:05","--","--","0.0","160","170","8:31","7:34","--","--","1.18","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2015-09-27 14:21:04,false,"Untitled","7.22","904","1:00:33","--","--","0.0","160","168","8:24","6:53","--","--","1.20","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
