Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GCT Balance,Avg Run Cadence,Max Run Cadence,Normalized Power® (NP®),L/R Balance,Training Stress Score®,Max Avg Power (20 min),Power,Max Power,Total Strokes,Avg. Swolf,Avg Stroke Rate,Max Depth,Bottom Time,Min Water Temp,Gas Type,Surface Interval,Decompression,Weight,Current,Surface Conditions,Water Type
running,2017-11-05 16:00:59,false,"Washington Running","6.23","675","56:42","161","184","4.1","160","168","9:06","7:47","102","114","1.10","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-11-03 12:08:46,false,"Washington Running","5.05","591","45:43","169","196","5.0","162","170","9:03","8:24","76","85","1.10","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-10-31 16:33:35,false,"Washington Running","5.07","583","46:44","163","181","4.5","159","166","9:13","8:30","133","137","1.10","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-10-29 12:08:01,false,"Washington Running","5.02","570","46:45","159","182","4.1","159","243","9:19","7:30","80","97","1.09","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-10-21 08:48:24,false,"Washington Running","3.25","380","38:42","144","170","2.3","159","172","11:54","8:54","14","14","0.85","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-10-08 08:05:24,false,"Chicago Running","26.57","2,966","4:57:23","157","185","4.3","157","176","11:12","6:48","269","266","0.91","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-10-05 18:38:41,false,"Washington Running","3.13","342","29:23","149","172","2.8","158","168","9:23","8:26","56","66","1.08","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-10-03 18:14:06,false,"Washington Running","5.03","491","46:33","143","165","2.7","159","246","9:15","7:02","97","111","1.09","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-09-30 08:18:25,false,"Washington Running","8.03","841","1:12:20","155","175","3.2","162","170","9:00","7:53","213","225","1.11","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-09-28 18:26:22,false,"Washington Running","4.02","405","37:11","144","167","2.7","159","166","9:15","7:54","70","83","1.09","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-09-26 18:27:34,false,"Washington Running","6.02","680","53:35","161","177","3.7","159","183","8:54","7:26","111","106","1.14","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-09-23 08:35:23,false,"Washington Running","12.04","1,199","1:46:05","159","175","3.5","162","186","8:49","7:32","249","263","1.13","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-09-21 17:49:25,false,"Washington Running","6.03","645","52:52","158","184","3.3","160","170","8:46","7:47","92","102","1.15","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-09-19 18:17:06,false,"Washington Running","5.02","517","44:04","153","171","3.0","160","170","8:46","8:09","78","88","1.15","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-09-18 17:46:50,false,"Washington Running","5.03","512","44:33","152","170","3.0","159","168","8:52","8:06","228","211","1.14","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-09-16 09:13:49,false,"Washington Running","18.05","1,839","2:46:00","164","181","3.8","161","246","9:12","6:46","422","580","1.08","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-09-14 18:36:00,false,"Washington Running","5.07","562","42:23","166","185","3.7","160","184","8:22","7:34","126","129","1.20","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-09-13 18:37:37,false,"Washington Running","1.01","91","8:51.6","137","159","1.7","159","245","8:48","7:21","24","15","1.15","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-09-12 18:13:54,false,"Washington Running","6.20","622","54:40","152","173","3.1","159","243","8:49","7:01","153","159","1.15","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-09-09 08:30:30,false,"Dennis Running","3.14","330","26:16","160","178","3.0","162","195","8:22","4:27","65","68","1.19","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-09-08 10:00:45,false,"Dennis Running","6.01","683","52:44","165","185","4.0","163","201","8:47","4:10","119","126","1.12","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-09-05 17:50:39,false,"Washington Running","6.16","653","52:30","161","189","3.6","160","170","8:31","6:55","106","118","1.18","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-09-01 15:49:21,false,"Washington Running","18.02","1,643","2:39:28","157","184","3.3","162","249","8:51","7:37","436","446","1.12","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-08-31 18:21:16,false,"Washington Running","6.02","582","54:27","147","173","2.9","161","170","9:03","6:44","96","94","1.11","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
treadmill_running,2017-08-29 18:35:19,false,"Treadmill","3.20","--","30:56","--","--","0.0","--","--","9:40","--","--","--","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-08-28 18:22:22,false,"Washington Running","5.50","565","48:51","155","178","3.2","160","242","8:53","7:12","193","170","1.13","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-08-26 07:26:06,false,"Quantico Running","7.48","824","1:00:02","177","193","5.0","163","187","8:02","5:08","472","465","1.23","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-08-24 18:07:56,false,"Washington Running","1.59","156","14:09","147","168","2.2","160","225","8:53","7:07","13","55","1.14","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-08-23 18:16:38,false,"Washington Running","6.02","640","54:00","158","176","3.4","160","183","8:58","7:32","157","153","1.12","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
treadmill_running,2017-08-21 18:32:00,false,"Treadmill Running","2.00","--","19:00","--","--","0.0","--","--","9:30","--","--","--","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-08-19 08:20:51,false,"Washington Running","16.15","1,756","2:24:22","169","188","4.6","161","172","8:56","7:32","304","294","1.12","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-08-14 18:38:14,false,"Washington Running","6.01","649","49:57","169","192","4.1","163","180","8:18","7:36","149","149","1.19","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-08-12 11:39:54,false,"Hyde Park Running","10.15","1,085","1:34:19","159","181","3.4","162","246","9:18","8:03","314","327","1.07","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-08-09 18:24:47,false,"Washington Running","5.02","519","46:11","151","172","3.0","160","173","9:12","8:29","96","87","1.09","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-08-08 18:23:10,false,"Washington Running","7.02","700","59:23","159","180","3.5","161","241","8:28","7:40","104","115","1.18","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-08-06 09:15:46,false,"Washington Running","16.03","1,437","2:23:41","154","182","3.2","162","245","8:58","6:47","400","408","1.11","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
treadmill_running,2017-08-04 11:58:10,false,"Treadmill Running","6.20","610","51:17","160","183","3.7","161","168","8:16","8:19","--","--","1.08","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-08-03 12:30:33,false,"Washington Running","5.02","587","45:33","169","187","4.0","160","246","9:04","7:20","90","85","1.11","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-08-01 18:44:39,false,"Washington Running","5.51","535","49:31","150","177","3.1","160","245","8:59","7:46","117","109","1.12","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-07-28 07:01:54,false,"Conway Running","4.06","487","38:13","167","191","3.6","160","241","9:25","8:24","575","567","1.07","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-07-26 18:42:18,false,"Washington Running","6.02","635","51:37","165","181","3.7","161","243","8:35","7:27","94","92","1.17","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-07-24 18:38:04,false,"Washington Running","5.08","585","48:07","163","183","3.5","161","170","9:28","8:02","72","75","1.06","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-07-22 07:27:40,false,"Washington Running","10.01","1,136","1:36:17","162","185","3.8","161","248","9:37","7:13","127","121","1.04","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-07-17 18:29:28,false,"Washington Running","6.02","653","54:11","159","183","3.4","160","245","9:00","6:53","146","137","1.11","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-07-15 07:34:30,false,"Washington Running","14.02","1,579","2:07:38","168","191","4.3","162","197","9:06","7:58","392","399","1.09","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
treadmill_running,2017-07-13 18:08:11,false,"Treadmill Running","4.02","423","36:48","152","173","3.1","160","166","9:09","8:21","--","--","1.10","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
treadmill_running,2017-07-11 18:08:34,false,"Treadmill Running","3.03","311","28:24","146","160","2.6","160","166","9:23","8:30","--","--","1.07","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-07-10 18:43:29,false,"Washington Running","6.63","691","57:59","160","175","3.5","163","174","8:45","7:47","196","196","1.13","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-07-08 10:18:34,false,"Washington Running","12.01","1,327","1:53:19","162","201","3.5","162","245","9:26","7:36","241","248","1.05","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-07-06 17:26:18,false,"Washington Running","4.25","449","36:46","159","179","3.2","162","170","8:39","7:05","85","93","1.15","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-07-05 17:40:38,false,"Washington Running","5.02","535","45:31","156","178","3.1","163","174","9:04","7:47","79","82","1.09","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-07-03 14:32:34,false,"Southwick Running","6.01","671","53:11","163","181","3.8","163","168","8:51","8:26","310","320","1.12","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-06-30 06:17:58,false,"Quincy Running","5.02","552","44:43","160","188","3.5","164","173","8:55","8:02","33","39","1.10","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-06-28 12:28:03,false,"Washington Running","5.52","654","50:17","164","185","3.7","163","187","9:07","7:54","146","159","1.08","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-06-27 18:06:09,false,"Washington Running","5.02","544","45:41","154","175","3.2","163","173","9:06","7:11","81","87","1.08","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-06-23 10:07:26,false,"San Diego Running","4.01","369","36:33","143","176","2.2","162","185","9:07","7:37","506","790","1.09","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-06-22 11:13:17,false,"San Diego Running","7.76","775","1:11:04","153","175","3.1","164","170","9:09","7:55","97","97","1.07","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-06-20 17:51:19,false,"Washington Running","4.01","451","35:47","163","177","3.3","164","172","8:56","8:06","234","98","1.10","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-06-17 08:06:58,false,"Washington Running","11.01","1,077","1:42:19","156","175","3.3","165","247","9:18","8:00","375","384","1.05","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-06-15 18:36:27,false,"Washington Running","4.51","489","39:21","165","178","3.4","164","181","8:44","7:45","88","90","1.12","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-06-14 07:39:27,false,"Washington Running","5.01","570","47:08","161","182","3.5","163","235","9:25","8:09","82","81","1.05","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-06-12 18:37:59,false,"Washington Running","5.34","627","47:08","172","186","4.0","163","176","8:49","6:40","117","117","1.12","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-06-10 09:09:20,false,"Washington Running","8.02","845","1:11:06","161","186","3.8","165","174","8:52","7:36","219","373","1.10","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-06-08 18:42:22,false,"Washington Running","6.05","652","52:46","164","179","3.7","164","249","8:43","7:19","142","139","1.13","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-06-06 18:46:38,false,"Washington Running","4.80","510","44:52","154","172","3.1","161","170","9:21","7:39","114","119","1.07","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-06-05 18:27:57,false,"Washington Running","5.01","506","44:48","156","172","3.2","162","245","8:56","6:57","84","76","1.11","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-06-03 11:42:39,false,"Washington Running","11.01","1,198","1:43:35","164","185","4.0","163","225","9:24","7:06","368","368","1.05","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-06-01 18:38:06,false,"Washington Running","5.74","711","53:37","172","188","4.2","163","184","9:20","8:07","169","171","1.05","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-05-30 17:13:29,false,"Washington Running","5.02","522","47:33","150","175","3.0","161","178","9:28","7:44","86","78","1.06","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-05-28 10:11:09,false,"Dickerson Running","6.66","939","3:21:21","109","154","1.4","109","158","30:14","16:14","1,928","2,017","0.49","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-05-27 12:50:56,false,"Washington Running","10.01","1,009","1:34:44","155","186","3.2","162","243","9:28","7:19","119","119","1.05","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-05-25 18:28:42,false,"Washington Running","4.75","504","42:38","157","174","3.2","161","173","8:59","7:51","80","80","1.12","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-05-23 12:05:01,false,"Washington Running","4.02","415","38:00","151","177","2.9","161","170","9:26","7:33","61","80","1.06","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-05-20 17:46:13,false,"Washington Running","7.53","768","1:11:14","154","173","3.1","163","172","9:28","7:44","174","183","1.04","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-05-18 06:47:11,false,"Washington Running","5.01","556","44:10","166","183","3.7","163","191","8:49","7:28","126","146","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-05-17 06:53:57,false,"Washington Running","4.01","449","37:35","158","193","3.4","162","170","9:22","8:19","62","75","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-05-15 17:42:20,false,"Washington Running","6.07","646","56:50","157","180","3.4","162","176","9:22","7:10","292","257","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-05-14 10:40:33,false,"Washington Running","8.01","888","1:15:08","159","186","4.0","163","193","9:23","5:34","233","242","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-05-12 11:59:15,false,"Washington Running","5.01","521","43:55","160","188","3.5","162","184","8:46","7:35","75","84","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-05-09 12:04:43,false,"Washington Running","4.44","468","41:14","155","180","3.3","162","170","9:17","7:25","67","83","0.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-05-04 12:28:42,false,"Washington Running","5.05","567","47:39","159","180","3.5","162","245","9:26","8:09","79","90","1.06","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-05-02 12:05:35,false,"Washington Running","4.02","423","36:10","158","180","3.3","162","170","9:00","8:06","62","82","1.10","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-04-30 12:46:18,false,"Washington Running","6.21","697","58:13","161","186","3.7","163","191","9:23","8:13","100","106","1.05","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-04-28 18:20:39,false,"Washington Running","5.52","602","49:23","162","182","3.7","162","180","8:57","8:02","140","146","1.11","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-04-27 18:22:17,false,"Washington Running","5.01","560","46:08","161","178","3.7","162","170","9:12","8:16","78","86","1.08","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-04-25 18:41:44,false,"Washington Running","4.27","480","38:43","163","183","3.6","161","166","9:04","7:56","57","65","1.10","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-04-22 09:47:43,false,"Washington Running","10.29","1,060","1:40:10","155","181","3.5","165","189","9:44","7:41","963","921","1.00","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-04-20 18:13:35,false,"Washington Running","4.05","436","38:11","154","177","3.2","162","170","9:25","7:36","61","73","1.05","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-04-18 18:07:05,false,"Washington Running","4.03","423","36:18","157","180","3.3","161","170","9:01","7:35","59","69","1.11","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-04-16 18:03:47,false,"Washington Running","6.02","647","55:27","159","180","3.6","162","235","9:13","7:32","101","96","1.08","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-04-14 17:20:18,false,"Washington Running","2.01","216","18:17","159","186","2.9","160","170","9:07","8:20","143","36","1.10","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-04-12 17:54:57,false,"Washington Running","4.03","454","37:34","162","187","3.5","161","170","9:19","7:58","107","118","1.07","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-04-11 18:14:35,false,"Washington Running","3.64","423","33:42","165","187","3.6","162","168","9:15","7:49","97","110","1.08","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-04-09 10:52:00,false,"Washington Running","5.51","593","51:43","157","176","3.5","165","241","9:23","8:17","113","142","1.04","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-04-07 16:10:41,false,"Washington Running","3.11","320","30:03","148","175","2.8","161","249","9:40","7:40","105","118","1.03","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-04-05 17:44:31,false,"Washington Running","4.02","505","43:46","152","172","3.3","160","170","10:53","9:04","126","126","0.93","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-04-02 07:48:05,false,"Washington Running","10.14","1,148","1:32:28","162","182","4.1","165","183","9:07","5:12","168","163","1.07","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-03-30 17:40:40,false,"Washington Running","3.12","325","27:24","153","178","3.0","161","172","8:46","7:40","48","69","1.14","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-03-28 12:39:47,false,"Washington Running","3.11","337","27:23","160","186","3.3","161","227","8:48","7:56","100","109","1.14","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-03-25 10:56:30,false,"Southwick Running","6.21","699","54:03","167","187","4.3","163","170","8:42","7:39","323","340","1.13","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-03-22 18:06:16,false,"Washington Running","4.02","443","35:48","160","191","3.5","162","185","8:55","1:03","119","128","1.12","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-03-19 15:05:07,false,"Washington Running","4.04","437","36:20","155","176","3.3","161","170","8:59","3:28","147","129","1.11","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-03-17 12:13:00,false,"Washington Running","3.25","362","28:55","161","186","3.2","162","246","8:54","7:22","115","110","1.11","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-03-11 08:36:41,false,"Washington Running","13.29","1,450","1:48:00","176","194","5.0","166","176","8:08","7:18","641","608","1.19","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-03-08 17:38:43,false,"Washington Running","2.01","214","17:59","156","185","2.7","161","168","8:57","7:45","35","49","1.12","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-03-06 12:56:55,false,"Washington Running","3.17","328","26:27","164","188","3.3","162","181","8:20","7:33","102","111","1.19","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-03-04 12:05:15,false,"Washington Running","6.51","732","1:00:23","164","188","3.8","165","179","9:16","6:03","223","210","1.06","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
running,2017-02-25 09:33:50,false,"Washington Running","11.20","1,155","1:42:52","160","190","3.7","164","246","9:11","7:29","374","373","1.07","0.0","0.0","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","0:00","0.0","--","0:00","No","--","--","--","--"
