,activity_type,date,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,activity_date,activity_time
174,running,2017-05-04 12:28:42,False,Washington Running,5.05,567,47:39,159,180,3.5,162,245,9:26,8:09,79,90,1.06,2017-05-04,12:28:42
175,running,2017-05-02 12:05:35,False,Washington Running,4.02,423,36:10,158,180,3.3,162,170,9:00,8:06,62,82,1.1,2017-05-02,12:05:35
176,running,2017-04-30 12:46:18,False,Washington Running,6.21,697,58:13,161,186,3.7,163,191,9:23,8:13,100,106,1.05,2017-04-30,12:46:18
177,running,2017-04-28 18:20:39,False,Washington Running,5.52,602,49:23,162,182,3.7,162,180,8:57,8:02,140,146,1.11,2017-04-28,18:20:39
178,running,2017-04-27 18:22:17,False,Washington Running,5.01,560,46:08,161,178,3.7,162,170,9:12,8:16,78,86,1.08,2017-04-27,18:22:17
179,running,2017-04-25 18:41:44,False,Washington Running,4.27,480,38:43,163,183,3.6,161,166,9:04,7:56,57,65,1.1,2017-04-25,18:41:44
180,running,2017-04-22 09:47:43,False,Washington Running,10.29,"1,060",1:40:10,155,181,3.5,165,189,9:44,7:41,963,921,1.0,2017-04-22,09:47:43
181,running,2017-04-20 18:13:35,False,Washington Running,4.05,436,38:11,154,177,3.2,162,170,9:25,7:36,61,73,1.05,2017-04-20,18:13:35
182,running,2017-04-18 18:07:05,False,Washington Running,4.03,423,36:18,157,180,3.3,161,170,9:01,7:35,59,69,1.11,2017-04-18,18:07:05
183,running,2017-04-16 18:03:47,False,Washington Running,6.02,647,55:27,159,180,3.6,162,235,9:13,7:32,101,96,1.08,2017-04-16,18:03:47
184,running,2017-04-14 17:20:18,False,Washington Running,2.01,216,18:17,159,186,2.9,160,170,9:07,8:20,143,36,1.1,2017-04-14,17:20:18
185,running,2017-04-12 17:54:57,False,Washington Running,4.03,454,37:34,162,187,3.5,161,170,9:19,7:58,107,118,1.07,2017-04-12,17:54:57
186,running,2017-04-11 18:14:35,False,Washington Running,3.64,423,33:42,165,187,3.6,162,168,9:15,7:49,97,110,1.08,2017-04-11,18:14:35
187,running,2017-04-09 10:52:00,False,Washington Running,5.51,593,51:43,157,176,3.5,165,241,9:23,8:17,113,142,1.04,2017-04-09,10:52:00
188,running,2017-04-07 16:10:41,False,Washington Running,3.11,320,30:03,148,175,2.8,161,249,9:40,7:40,105,118,1.03,2017-04-07,16:10:41
189,running,2017-04-05 17:44:31,False,Washington Running,4.02,505,43:46,152,172,3.3,160,170,10:53,9:04,126,126,0.93,2017-04-05,17:44:31
190,running,2017-04-02 07:48:05,False,Washington Running,10.14,"1,148",1:32:28,162,182,4.1,165,183,9:07,5:12,168,163,1.07,2017-04-02,07:48:05
191,running,2017-03-30 17:40:40,False,Washington Running,3.12,325,27:24,153,178,3.0,161,172,8:46,7:40,48,69,1.14,2017-03-30,17:40:40
192,running,2017-03-28 12:39:47,False,Washington Running,3.11,337,27:23,160,186,3.3,161,227,8:48,7:56,100,109,1.14,2017-03-28,12:39:47
193,running,2017-03-25 10:56:30,False,Southwick Running,6.21,699,54:03,167,187,4.3,163,170,8:42,7:39,323,340,1.13,2017-03-25,10:56:30
194,running,2017-03-22 18:06:16,False,Washington Running,4.02,443,35:48,160,191,3.5,162,185,8:55,1:03,119,128,1.12,2017-03-22,18:06:16
195,running,2017-03-19 15:05:07,False,Washington Running,4.04,437,36:20,155,176,3.3,161,170,8:59,3:28,147,129,1.11,2017-03-19,15:05:07
196,running,2017-03-17 12:13:00,False,Washington Running,3.25,362,28:55,161,186,3.2,162,246,8:54,7:22,115,110,1.11,2017-03-17,12:13:00
197,running,2017-03-11 08:36:41,False,Washington Running,13.29,"1,450",1:48:00,176,194,5.0,166,176,8:08,7:18,641,608,1.19,2017-03-11,08:36:41
198,running,2017-03-08 17:38:43,False,Washington Running,2.01,214,17:59,156,185,2.7,161,168,8:57,7:45,35,49,1.12,2017-03-08,17:38:43
199,running,2017-03-06 12:56:55,False,Washington Running,3.17,328,26:27,164,188,3.3,162,181,8:20,7:33,102,111,1.19,2017-03-06,12:56:55
200,running,2017-03-04 12:05:15,False,Washington Running,6.51,732,1:00:23,164,188,3.8,165,179,9:16,6:03,223,210,1.06,2017-03-04,12:05:15
201,running,2017-02-25 09:33:50,False,Washington Running,11.2,"1,155",1:42:52,160,190,3.7,164,246,9:11,7:29,374,373,1.07,2017-02-25,09:33:50
202,running,2017-02-23 17:37:38,False,Washington Running,4.01,448,37:56,159,187,3.4,161,184,9:27,8:33,106,136,1.06,2017-02-23,17:37:38
203,running,2017-02-21 17:41:39,False,Washington Running,5.01,522,44:29,157,180,3.5,162,238,8:53,6:45,131,137,1.12,2017-02-21,17:41:39
205,running,2017-02-18 11:04:53,False,Washington Running,11.11,"1,123",1:41:23,155,183,4.0,164,184,9:08,7:36,357,365,1.07,2017-02-18,11:04:53
206,running,2017-02-16 17:19:58,False,Washington Running,3.1,383,35:41,153,185,3.0,149,181,11:31,5:34,158,160,0.94,2017-02-16,17:19:58
207,running,2017-02-14 17:18:55,False,Washington Running,5.31,598,48:21,163,179,4.2,162,172,9:06,7:33,139,146,1.09,2017-02-14,17:18:55
208,running,2017-02-12 14:03:18,False,Washington Running,6.31,687,58:24,159,178,4.0,162,235,9:16,7:10,147,160,1.07,2017-02-12,14:03:18
209,running,2017-02-11 11:18:58,False,Washington Running,4.37,508,39:55,167,186,4.3,162,245,9:09,7:35,268,142,1.09,2017-02-11,11:18:58
210,running,2017-02-07 17:04:25,False,Washington Running,4.51,565,43:36,166,181,4.2,161,241,9:40,8:02,120,129,1.04,2017-02-07,17:04:25
211,running,2017-02-04 12:14:46,False,Washington Running,10.02,"1,178",1:38:39,158,193,4.1,164,191,9:51,6:11,303,336,0.99,2017-02-04,12:14:46
212,running,2017-02-01 18:25:04,False,Washington Running,3.12,366,28:50,159,184,3.5,162,245,9:14,7:06,52,61,1.08,2017-02-01,18:25:04
213,running,2017-01-28 16:18:11,False,Washington Running,4.7,544,42:24,159,181,3.9,163,180,9:01,7:33,142,150,1.1,2017-01-28,16:18:11
214,running,2017-01-24 18:19:29,False,Washington Running,4.03,463,34:47,164,187,3.9,163,177,8:37,6:56,60,68,1.15,2017-01-24,18:19:29
215,running,2017-01-22 11:29:35,False,Washington Running,5.02,569,42:22,165,186,4.1,164,174,8:26,7:27,68,86,1.16,2017-01-22,11:29:35
216,running,2017-01-18 17:55:17,False,Washington Running,4.01,450,36:17,155,180,3.5,162,176,9:03,6:12,62,79,1.1,2017-01-18,17:55:17
217,running,2017-01-15 10:47:11,False,Washington Running,10.44,"1,220",1:43:48,154,179,3.3,164,174,9:56,7:29,455,467,0.99,2017-01-15,10:47:11
218,running,2017-01-10 18:41:25,False,Washington Running,2.49,279,22:08,149,174,2.8,163,170,8:54,8:10,23,66,1.11,2017-01-10,18:41:25
219,running,2017-01-08 09:05:51,False,Washington Running,7.08,750,1:01:24,151,173,3.6,166,172,8:41,7:16,106,121,1.12,2017-01-08,09:05:51
220,running,2017-01-05 18:24:31,False,Washington Running,4.02,429,35:02,151,178,3.2,163,245,8:43,7:40,79,69,1.13,2017-01-05,18:24:31
221,running,2017-01-04 18:31:41,False,Washington Running,3.5,400,30:14,160,185,3.5,163,187,8:39,4:53,52,62,1.14,2017-01-04,18:31:41
222,running,2017-01-02 10:49:30,False,Washington Running,3.12,321,25:33,155,186,3.3,165,183,8:11,5:40,48,57,1.19,2017-01-02,10:49:30
223,running,2016-12-30 10:32:47,False,Hyde Park Running,3.51,392,29:21,164,184,3.7,167,176,8:22,7:41,107,106,1.15,2016-12-30,10:32:47
224,running,2016-12-28 12:46:02,False,Southwick Running,2.25,233,18:28,159,177,3.0,167,249,8:13,6:14,40,42,1.17,2016-12-28,12:46:02
225,running,2016-12-27 14:37:06,False,Southwick Running,3.11,346,26:27,162,184,3.5,164,174,8:30,8:11,124,119,1.15,2016-12-27,14:37:06
226,running,2016-12-25 13:39:25,False,Sandwich Running,6.02,689,51:51,165,186,4.4,167,187,8:37,4:55,20,20,1.12,2016-12-25,13:39:25
227,running,2016-12-24 09:07:43,False,East Sandwich Running,3.71,392,32:52,151,182,3.3,165,173,8:52,8:21,226,229,1.1,2016-12-24,09:07:43
228,running,2016-12-20 17:41:32,False,Washington Running,3.11,330,27:14,154,185,3.3,162,172,8:45,7:10,49,60,1.13,2016-12-20,17:41:32
229,running,2016-12-18 16:53:29,False,Washington Running,4.25,464,39:10,153,194,3.7,163,176,9:12,7:56,78,101,1.07,2016-12-18,16:53:29
230,running,2016-12-13 17:39:02,False,Washington Running,3.11,378,29:32,160,178,3.4,162,241,9:30,7:10,61,57,1.05,2016-12-13,17:39:02
231,running,2016-12-11 12:30:12,False,Washington Running,4.01,421,36:20,151,175,3.3,163,179,9:04,6:54,57,60,1.09,2016-12-11,12:30:12
232,running,2016-12-10 12:42:58,False,Washington Running,3.11,340,27:14,161,185,3.6,164,173,8:45,8:00,45,57,1.12,2016-12-10,12:42:58
233,running,2016-12-07 18:16:29,False,Washington Running,3.11,376,30:47,157,184,3.5,161,181,9:54,7:55,49,57,1.01,2016-12-07,18:16:29
234,running,2016-11-30 11:48:40,False,Washington Running,3.13,359,27:12,166,193,3.7,163,170,8:42,8:07,50,66,1.14,2016-11-30,11:48:40
235,running,2016-11-28 18:07:22,False,Hyde Park Running,3.11,354,27:33,163,188,3.7,164,170,8:51,7:55,90,103,1.11,2016-11-28,18:07:22
236,running,2016-11-27 16:28:28,False,Hyde Park Running,3.01,352,26:40,167,190,3.7,165,174,8:52,7:56,95,94,1.1,2016-11-27,16:28:28
237,running,2016-11-24 08:01:56,False,Turkey Trot,3.12,265,23:37,150,195,3.1,169,183,7:35,6:00,140,141,1.26,2016-11-24,08:01:56
238,running,2016-11-22 07:22:34,False,Washington Running,3.11,305,28:13,149,185,3.3,164,174,9:05,7:41,58,65,1.08,2016-11-22,07:22:34
239,running,2016-11-19 10:47:25,False,Philadelphia Marathon - Rothman 8k,5.05,589,42:23,179,198,5.0,165,191,8:23,4:32,126,113,1.16,2016-11-19,10:47:25
240,running,2016-11-15 07:16:39,False,Washington Running,3.13,346,27:16,166,185,3.9,164,172,8:42,7:12,42,52,1.13,2016-11-15,07:16:39
241,running,2016-11-08 17:47:00,False,Washington Running,3.13,351,27:26,168,189,4.1,163,179,8:45,7:05,45,55,1.13,2016-11-08,17:47:00
242,running,2016-11-05 15:48:43,False,Washington Running,3.11,334,28:02,160,187,3.8,162,170,9:01,7:44,52,55,1.1,2016-11-05,15:48:43
243,running,2016-11-01 17:55:31,False,Washington Running,3.11,316,27:02,155,193,3.6,162,245,8:41,7:41,42,52,1.14,2016-11-01,17:55:31
245,running,2016-10-28 18:03:36,False,Washington Running,2.34,239,20:12,157,185,3.2,163,175,8:37,6:18,39,47,1.15,2016-10-28,18:03:36
246,running,2016-10-22 13:14:32,False,Washington Running,2.03,241,21:22,151,175,3.0,163,172,10:32,8:19,36,46,0.94,2016-10-22,13:14:32
247,running,2016-10-18 08:10:27,False,Washington Running,2.01,230,18:27,163,184,3.3,161,176,9:12,7:44,35,47,1.08,2016-10-18,08:10:27
248,running,2016-10-16 19:17:18,False,Washington Running,2.39,276,22:27,160,178,3.6,161,168,9:24,7:05,39,51,1.06,2016-10-16,19:17:18
249,running,2016-10-14 12:40:57,False,Washington Running,2.3,241,21:43,147,188,3.1,162,172,9:27,7:18,62,56,1.05,2016-10-14,12:40:57
250,running,2016-10-10 17:48:25,False,Washington Running,3.17,365,30:03,159,182,4.1,162,243,9:29,7:50,45,55,1.05,2016-10-10,17:48:25
251,running,2016-10-09 19:19:49,False,Washington Running,2.35,265,22:46,154,183,3.5,161,235,9:40,8:23,47,48,1.03,2016-10-09,19:19:49
252,running,2016-10-08 09:01:10,False,Southwick Running,2.22,270,21:02,166,190,3.8,163,168,9:28,9:04,120,111,1.04,2016-10-08,09:01:10
253,running,2016-10-04 12:10:29,False,Washington Running,2.01,246,18:51,164,196,3.8,162,168,9:24,6:18,36,42,1.06,2016-10-04,12:10:29
254,running,2016-09-25 12:53:04,False,Washington Running,4.09,398,1:49:35,92,149,1.3,115,157,26:48,9:01,93,90,0.52,2016-09-25,12:53:04
255,running,2016-09-23 18:11:34,False,Washington Running,2.0,236,19:01,159,187,3.5,161,168,9:29,7:49,30,40,1.05,2016-09-23,18:11:34
256,running,2016-09-21 17:15:02,False,Washington Running,2.01,264,19:40,159,185,3.3,162,178,9:48,6:11,33,43,1.01,2016-09-21,17:15:02
257,running,2016-06-15 06:41:09,False,Washington Running,2.31,291,21:24,--,--,0.0,160,170,9:17,1:35,25,41,1.08,2016-06-15,06:41:09
258,running,2016-06-02 06:55:54,False,Washington Running,2.0,258,18:43,--,--,0.0,161,169,9:22,4:28,33,34,1.07,2016-06-02,06:55:54
259,running,2016-05-31 18:39:00,False,Running,2.02,254,19:00,--,--,0.0,160,169,9:23,8:00,--,--,1.07,2016-05-31,18:39:00
260,running,2016-05-30 15:02:48,False,Running,1.08,136,10:28,--,--,0.0,161,168,9:41,8:00,--,--,1.03,2016-05-30,15:02:48
262,running,2016-05-30 14:12:12,False,Running,1.12,139,10:28,--,--,0.0,155,164,9:23,7:04,--,--,1.11,2016-05-30,14:12:12
263,running,2016-05-21 08:30:00,False,Washington Running,3.19,403,29:38,--,--,0.0,165,172,9:18,1:53,--,--,1.05,2016-05-21,08:30:00
264,running,2016-03-28 17:41:14,False,Washington Running,3.5,440,31:52,--,--,0.0,161,174,9:07,3:41,39,55,1.1,2016-03-28,17:41:14
265,running,2016-03-27 16:17:57,False,Washington Running,5.01,627,46:51,--,--,0.0,162,179,9:21,7:25,63,68,1.06,2016-03-27,16:17:57
266,running,2016-03-24 18:06:24,False,Washington Running,3.5,444,34:03,--,--,0.0,157,170,9:44,4:36,35,56,1.05,2016-03-24,18:06:24
267,running,2016-03-23 12:47:11,False,Washington Running,3.5,444,35:12,--,--,0.0,156,168,10:04,7:27,42,64,1.02,2016-03-23,12:47:11
268,running,2016-03-21 19:11:42,False,Washington Running,0.55,77,6:13.7,--,--,0.0,141,170,11:18,5:15,21,--,1.01,2016-03-21,19:11:42
269,running,2016-03-21 18:50:12,False,Washington Running,2.22,279,21:19,--,--,0.0,156,170,9:36,6:40,12,15,1.07,2016-03-21,18:50:12
270,running,2016-03-21 18:36:18,False,Washington Running,0.93,122,8:59.4,--,--,0.0,152,167,9:40,1:41,--,26,1.1,2016-03-21,18:36:18
271,running,2016-03-19 10:01:52,False,Washington Running,3.01,380,29:43,--,--,0.0,163,172,9:52,4:28,17,64,1.0,2016-03-19,10:01:52
272,running,2016-03-12 07:40:05,False,Washington Running,13.31,"1,666",1:57:26,--,--,0.0,165,174,8:49,5:05,527,498,1.11,2016-03-12,07:40:05
273,running,2016-03-09 12:26:36,False,Washington Running,3.01,386,28:12,--,--,0.0,160,170,9:23,3:21,45,48,1.08,2016-03-09,12:26:36
274,running,2016-03-05 14:28:44,False,Washington Running,10.0,"1,259",1:31:22,--,--,0.0,162,172,9:08,4:59,148,156,1.08,2016-03-05,14:28:44
275,running,2016-03-03 12:42:00,False,Washington Running,5.0,632,44:11,--,--,0.0,163,174,8:50,3:14,46,37,1.12,2016-03-03,12:42:00
276,running,2016-02-25 18:50:10,False,Running,3.33,416,29:57,--,--,0.0,159,163,9:00,8:03,--,--,1.13,2016-02-25,18:50:10
277,running,2016-02-24 12:52:45,False,Untitled,4.43,553,40:29,--,--,0.0,157,164,9:08,8:24,--,--,1.12,2016-02-24,12:52:45
278,running,2016-02-19 17:43:47,False,Washington Running,4.01,500,36:30,--,--,0.0,162,172,9:06,6:22,79,15,1.09,2016-02-19,17:43:47
279,running,2016-02-17 17:38:14,False,Untitled,2.02,252,17:46,--,--,0.0,160,166,8:47,7:10,--,--,1.14,2016-02-17,17:38:14
280,running,2016-02-15 13:54:08,False,Untitled,8.77,"1,094",1:20:18,--,--,0.0,159,167,9:09,7:59,--,--,1.1,2016-02-15,13:54:08
281,running,2016-02-11 19:15:21,False,Washington Running,4.0,503,36:36,--,--,0.0,157,188,9:09,3:01,33,39,1.12,2016-02-11,19:15:21
282,running,2016-02-05 18:30:54,False,Untitled,2.13,257,20:20,--,--,0.0,152,170,9:32,7:18,--,--,1.11,2016-02-05,18:30:54
283,running,2016-02-04 19:06:46,False,Washington Running,3.77,463,36:14,--,--,0.0,153,214,9:37,4:10,55,49,1.09,2016-02-04,19:06:46
284,running,2016-01-31 14:25:04,False,Washington Running,3.01,389,27:49,--,--,0.0,157,174,9:14,2:36,50,33,1.11,2016-01-31,14:25:04
285,running,2016-01-30 14:49:56,False,Washington Running,6.01,760,58:36,--,--,0.0,160,175,9:45,8:04,117,88,1.03,2016-01-30,14:49:56
286,running,2016-01-28 19:55:12,False,Washington Running,1.19,140,14:36,--,--,0.0,123,174,12:18,5:40,52,--,1.07,2016-01-28,19:55:12
287,running,2016-01-28 19:35:15,False,Washington Running,1.05,128,7:23.2,--,--,0.0,168,181,7:04,5:36,1,--,1.36,2016-01-28,19:35:15
288,running,2016-01-27 12:28:28,False,Untitled,3.29,411,29:41,--,--,0.0,155,165,9:02,8:13,--,--,1.15,2016-01-27,12:28:28
289,running,2016-01-24 16:55:35,False,Untitled,6.82,852,1:00:03,--,--,0.0,159,168,8:48,7:16,--,--,1.15,2016-01-24,16:55:35
290,running,2016-01-23 18:54:31,False,Untitled,3.2,400,27:03,--,--,0.0,161,164,8:27,7:46,--,--,1.19,2016-01-23,18:54:31
291,running,2016-01-21 18:34:30,False,Untitled,3.42,427,29:28,--,--,0.0,160,165,8:37,7:58,--,--,1.17,2016-01-21,18:34:30
292,running,2016-01-18 18:53:02,False,Untitled,3.41,425,30:01,--,--,0.0,160,163,8:48,8:23,--,--,1.14,2016-01-18,18:53:02
293,running,2016-01-17 12:58:30,False,Untitled,5.7,712,50:19,--,--,0.0,160,165,8:50,8:03,--,--,1.14,2016-01-17,12:58:30
294,running,2016-01-14 18:30:59,False,Untitled,3.49,436,30:06,--,--,0.0,159,163,8:37,8:00,--,--,1.17,2016-01-14,18:30:59
295,running,2016-01-09 13:14:23,False,Untitled,4.81,601,42:00,--,--,0.0,159,165,8:44,7:55,--,--,1.16,2016-01-09,13:14:23
296,running,2016-01-07 17:42:11,False,Untitled,3.48,435,30:08,--,--,0.0,159,165,8:39,7:56,--,--,1.17,2016-01-07,17:42:11
297,running,2016-01-04 18:57:41,False,Untitled,3.6,435,34:24,--,--,0.0,152,166,9:33,7:54,--,--,1.11,2016-01-04,18:57:41
298,running,2016-01-02 17:09:04,False,Untitled,3.54,442,30:58,--,--,0.0,160,170,8:45,7:56,--,--,1.15,2016-01-02,17:09:04
299,running,2015-12-25 12:50:04,False,East Sandwich Running,2.08,257,18:13,--,--,0.0,161,170,8:46,7:45,55,57,1.14,2015-12-25,12:50:04
300,running,2015-11-26 08:03:58,False,Sandwich Running,3.1,388,25:33,--,--,0.0,164,172,8:14,7:03,88,91,1.19,2015-11-26,08:03:58
301,running,2015-10-31 14:24:20,False,Washington Running,6.0,759,52:21,--,--,0.0,163,169,8:43,5:51,72,89,1.13,2015-10-31,14:24:20
302,running,2015-10-29 17:30:56,False,Washington Running,3.72,472,33:01,--,--,0.0,163,170,8:53,7:22,35,37,1.12,2015-10-29,17:30:56
303,running,2015-10-27 08:10:27,False,Untitled,3.13,389,26:58,--,--,0.0,161,168,8:37,7:40,--,--,1.16,2015-10-27,08:10:27
304,running,2015-10-25 12:29:04,False,Washington Running,4.01,506,36:28,--,--,0.0,161,168,9:06,6:50,666,581,1.1,2015-10-25,12:29:04
305,running,2015-10-17 12:05:32,False,Washington Running,4.15,536,36:54,--,--,0.0,159,170,8:53,3:04,55,59,1.14,2015-10-17,12:05:32
306,running,2015-10-15 18:06:43,False,Washington Running,4.09,529,36:47,--,--,0.0,160,169,9:00,4:31,56,66,1.12,2015-10-15,18:06:43
307,running,2015-10-11 08:33:52,False,Arlington Running,10.16,"1,273",1:29:32,--,--,0.0,164,184,8:49,6:24,146,144,1.12,2015-10-11,08:33:52
308,running,2015-10-06 18:15:47,False,Untitled,5.92,741,50:28,--,--,0.0,160,165,8:31,7:56,--,--,1.18,2015-10-06,18:15:47
309,running,2015-10-01 17:39:02,False,Untitled,5.88,736,50:05,--,--,0.0,160,170,8:31,7:34,--,--,1.18,2015-10-01,17:39:02
310,running,2015-09-27 14:21:04,False,Untitled,7.22,904,1:00:33,--,--,0.0,160,168,8:24,6:53,--,--,1.2,2015-09-27,14:21:04
311,running,2015-09-24 19:32:15,False,Untitled,3.56,446,30:39,--,--,0.0,160,165,8:36,7:44,--,--,1.17,2015-09-24,19:32:15
312,running,2015-09-23 17:35:39,False,Untitled,2.43,305,20:20,--,--,0.0,159,165,8:22,7:45,--,--,1.21,2015-09-23,17:35:39
313,running,2015-09-19 11:12:30,False,Untitled,6.44,806,55:10,--,--,0.0,161,172,8:34,7:47,--,--,1.17,2015-09-19,11:12:30
314,running,2015-09-17 12:28:30,False,Untitled,5.34,668,45:36,--,--,0.0,160,172,8:32,7:34,--,--,1.18,2015-09-17,12:28:30
315,running,2015-09-14 12:12:52,False,Untitled,4.54,568,39:02,--,--,0.0,160,166,8:36,7:22,--,--,1.17,2015-09-14,12:12:52
316,running,2015-09-12 09:03:54,False,Untitled,4.56,570,40:11,--,--,0.0,160,170,8:49,8:02,--,--,1.14,2015-09-12,09:03:54
317,running,2015-09-10 19:00:07,False,Untitled,3.44,429,30:10,--,--,0.0,159,165,8:47,8:00,--,--,1.15,2015-09-10,19:00:07
318,running,2015-08-30 14:20:03,False,Untitled,3.11,381,29:31,--,--,0.0,156,167,9:29,7:29,--,--,1.09,2015-08-30,14:20:03
319,running,2015-08-27 17:15:01,False,Untitled,3.21,405,29:49,--,--,0.0,159,166,9:17,7:11,--,--,1.09,2015-08-27,17:15:01
328,running,2015-08-20 18:51:35,False,Untitled,5.16,645,45:03,--,--,0.0,159,169,8:43,7:23,--,--,1.16,2015-08-20,18:51:35
329,running,2015-08-17 18:37:25,False,Untitled,4.62,579,40:50,--,--,0.0,160,165,8:50,7:46,--,--,1.14,2015-08-17,18:37:25
330,running,2015-08-16 17:56:59,False,Untitled,4.75,596,40:02,--,--,0.0,160,165,8:26,7:41,--,--,1.2,2015-08-16,17:56:59
331,running,2015-08-11 18:31:23,False,Untitled,2.42,302,20:22,--,--,0.0,159,165,8:24,7:05,--,--,1.2,2015-08-11,18:31:23
332,running,2015-08-10 19:04:32,False,Untitled,4.14,519,35:20,--,--,0.0,158,168,8:32,7:21,--,--,1.19,2015-08-10,19:04:32
333,running,2015-08-06 18:36:57,False,Washington Running,4.41,547,47:45,--,--,0.0,126,184,10:50,6:31,58,73,1.18,2015-08-06,18:36:57
334,running,2015-08-04 18:14:48,False,Untitled,1.53,183,18:19,--,--,0.0,124,163,11:57,7:36,--,--,1.08,2015-08-04,18:14:48
335,running,2015-08-03 18:21:24,False,Untitled,4.64,575,41:58,--,--,0.0,156,165,9:03,7:30,--,--,1.14,2015-08-03,18:21:24
336,running,2015-07-30 18:13:19,False,Untitled,3.73,466,35:05,--,--,0.0,154,170,9:24,7:54,--,--,1.11,2015-07-30,18:13:19
337,running,2015-07-29 18:08:38,False,Untitled,2.35,288,22:44,--,--,0.0,149,164,9:40,7:53,--,--,1.12,2015-07-29,18:08:38
338,running,2015-07-28 17:48:13,False,Untitled,3.51,438,35:08,--,--,0.0,142,165,10:01,6:51,--,--,1.13,2015-07-28,17:48:13
339,running,2015-07-26 18:32:48,False,Untitled,2.52,318,26:34,--,--,0.0,145,163,10:33,8:23,--,--,1.05,2015-07-26,18:32:48
340,running,2015-07-23 18:10:37,False,Untitled,3.1,388,30:02,--,--,0.0,156,163,9:42,8:36,--,--,1.07,2015-07-23,18:10:37
341,running,2015-07-22 20:43:22,False,Arlington Running,2.25,278,21:54,--,--,0.0,160,167,9:44,6:12,84,152,1.03,2015-07-22,20:43:22
342,running,2015-07-21 17:54:47,False,Untitled,3.48,431,35:54,--,--,0.0,145,163,10:19,8:29,--,--,1.07,2015-07-21,17:54:47
343,running,2015-07-19 11:50:19,False,Untitled,4.02,505,39:13,--,--,0.0,155,163,9:46,8:29,--,--,1.07,2015-07-19,11:50:19
344,running,2015-07-16 18:03:40,False,Arlington Running,3.01,377,28:42,--,--,0.0,161,167,9:32,6:43,117,155,1.05,2015-07-16,18:03:40
345,running,2015-05-20 18:15:14,False,Arlington Running,3.41,428,29:46,--,--,0.0,162,170,8:44,3:05,132,128,1.14,2015-05-20,18:15:14
346,running,2015-05-17 17:46:02,False,Arlington Running,3.42,428,30:03,--,--,0.0,161,168,8:47,7:40,154,149,1.14,2015-05-17,17:46:02
347,running,2015-05-14 12:54:20,False,Arlington Running,3.1,387,27:25,--,--,0.0,162,169,8:50,8:03,128,138,1.12,2015-05-14,12:54:20
348,running,2015-05-12 18:33:02,False,Washington Running,1.35,169,11:09,--,--,0.0,162,169,8:15,7:53,11,20,1.21,2015-05-12,18:33:02
349,running,2015-05-05 17:34:26,False,Arlington Running,1.09,134,9:37.7,--,--,0.0,159,167,8:52,8:20,74,44,1.14,2015-05-05,17:34:26
352,running,2015-04-10 19:15:31,False,Arlington Running,0.75,80,7:02.3,158,177,0.0,152,167,9:23,8:23,82,89,1.13,2015-04-10,19:15:31
355,running,2015-04-09 17:22:38,False,Arlington Running,4.23,456,33:35,--,--,0.0,18,128,7:56,2:45,141,168,11.58,2015-04-09,17:22:38
358,hiking,2015-03-07 13:00:30,False,Potomac Heritage Trail Hike,4.34,351,1:40:32,--,--,0.0,85,135,23:09,9:35,261,264,0.82,2015-03-07,13:00:30
360,running,2014-12-31 11:00:33,False,Portland Running,3.26,410,25:04,--,--,0.0,167,190,7:42,5:57,39,27,1.25,2014-12-31,11:00:33
361,running,2014-12-20 08:09:38,False,Arlington Running,6.3,775,59:02,--,--,0.0,158,172,9:22,5:56,432,437,1.09,2014-12-20,08:09:38
362,running,2014-12-16 19:08:19,False,Untitled,4.24,534,37:37,--,--,0.0,164,170,8:52,7:58,154,141,1.1,2014-12-16,19:08:19
363,running,2014-12-11 19:03:26,False,Untitled,4.06,508,36:32,--,--,0.0,162,172,8:59,6:28,193,196,1.1,2014-12-11,19:03:26
364,running,2014-12-11 18:41:30,False,Untitled,0.32,43,2:51.9,--,--,0.0,162,168,8:54,5:17,7,--,1.12,2014-12-11,18:41:30
365,running,2014-12-09 19:09:40,False,Untitled,4.61,554,41:08,--,--,0.0,163,180,8:55,3:46,197,203,1.11,2014-12-09,19:09:40
366,running,2014-11-29 14:26:38,False,Untitled,2.33,271,26:10,--,--,0.0,142,174,11:13,6:24,116,82,1.01,2014-11-29,14:26:38
367,running,2014-11-28 13:59:08,False,Untitled,2.5,318,23:29,--,--,0.0,163,170,9:23,5:04,73,12,1.05,2014-11-28,13:59:08
368,running,2014-11-23 16:44:34,False,Untitled,2.75,354,26:05,--,--,0.0,159,167,9:29,1:10,236,286,1.07,2014-11-23,16:44:34
369,running,2014-11-22 13:07:52,False,Untitled,1.17,147,11:24,--,--,0.0,162,169,9:43,7:51,--,28,1.02,2014-11-22,13:07:52
370,running,2014-11-20 19:07:58,False,Untitled,3.31,416,35:10,--,--,0.0,159,172,10:37,3:36,213,215,0.95,2014-11-20,19:07:58
371,running,2014-11-18 19:08:13,False,Untitled,4.27,530,41:13,--,--,0.0,163,172,9:39,7:51,178,159,1.02,2014-11-18,19:08:13
372,running,2014-11-17 22:41:03,False,Untitled,1.1,137,10:59,--,--,0.0,160,167,9:58,7:29,14,10,1.01,2014-11-17,22:41:03
